site_id,site_slug,site_name,device_id,device_name,role_name,role_slug,model,model_slug,manufacturer,status,url
178,aguascalientes,Aguascalientes,34567,MXSCAGACAM001-1,Access Cameras,access-cameras,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/34567/
178,aguascalientes,Aguascalientes,9362,MXSCAGCCAM001-1,Core Cameras,core-cameras,ICX7450-48P,icx7450-48p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9362/
468,airhub-cuiaba,Airhub Cuiaba,19390,BRMACUCRP001-1,Core Switch,core-switch,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/19390/
468,airhub-cuiaba,Airhub Cuiaba,19408,BRMACUCRP001-2,Core Switch,core-switch,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/19408/
445,airhub-joao-pessoa,Airhub Joao Pessoa,561596,BRMAJPCCAM001-1,Core Cameras,core-cameras,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/561596/
445,airhub-joao-pessoa,Airhub Joao Pessoa,479768,BRMAJPCRP001-1,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/479768/
445,airhub-joao-pessoa,Airhub Joao Pessoa,479769,BRMAJPCRP001-2,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/479769/
405,airhub-porto-alegre,Airhub Porto Alegre,38920,BRMAPAACAM001-1,Access Cameras,access-cameras,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/38920/
405,airhub-porto-alegre,Airhub Porto Alegre,10486,BRMAPAACP001-1,Access Switch,access-switch,ICX7150-C08-POE,icx7150-c08-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/10486/
405,airhub-porto-alegre,Airhub Porto Alegre,38918,BRMAPACCAM001-1,Core Cameras,core-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/38918/
199,airhub-queretaro,Airhub Queretaro,9374,MXMAQRACAM001-1,Access Cameras,access-cameras,ICX7450-48P,icx7450-48p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9374/
199,airhub-queretaro,Airhub Queretaro,9373,MXMAQRCCAM001-1,Core Cameras,core-cameras,ICX7450-48P,icx7450-48p,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9373/
427,airhub-recife,Airhub Recife,34542,BRMARFCRP001-1,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/34542/
427,airhub-recife,Airhub Recife,34538,BRMARFCRP001-2,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/34538/
467,airhub-salvador,Airhub Salvador,19406,BRMABACCAM001-1,Core Cameras,core-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/19406/
467,airhub-salvador,Airhub Salvador,38934,BRMABACRP001-1,Core Switch,core-switch,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/38934/
467,airhub-salvador,Airhub Salvador,38935,BRMABACRP001-2,Core Switch,core-switch,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/38935/
406,airhub-sao-luis,Airhub Sao Luis,347557,BRMASLCRP001-1,Core Switch,core-switch,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/347557/
406,airhub-sao-luis,Airhub Sao Luis,347558,BRMASLCRP001-2,Core Switch,core-switch,ICX7150-48PF,icx7150-48pf,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/347558/
414,airhub-teresina,Airhub Teresina,34212,BRMATECRP001-1,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Em Descomissionamento,http://netbox.adminml.com/dcim/devices/34212/
414,airhub-teresina,Airhub Teresina,34213,BRMATECRP001-2,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/34213/
489,airhub-vitoria,Airhub Vitoria,9398,BRMAVICCAM001-1,Core Cameras,core-cameras,ICX7150-48-POEF,icx7150-48-poef,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/9398/
489,airhub-vitoria,Airhub Vitoria,144071,BRMAVICRP001-1,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144071/
489,airhub-vitoria,Airhub Vitoria,144068,BRMAVICRP001-2,Core Switch,core-switch,ICX7150-24-POE,icx7150-24-poe,Ruckus,Ativo,http://netbox.adminml.com/dcim/devices/144068/
336,anhanguera-rc01-st,Anhanguera RC01-ST,378589,FEE3806V08Y,Access Cameras,access-cameras,ICX7150-24-POE,icx7150-24-poe,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/378589/
336,anhanguera-rc01-st,Anhanguera RC01-ST,295959,FEE3806V059,Access Switch,access-switch,ICX7150-24P,icx7150-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/295959/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698044,FEK3810V1ZV,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698044/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698043,FEK3810V2A3,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698043/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698024,FEK3810V2A9,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698024/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698028,FEK3810V2AG,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698028/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698038,FEK3810V2AN,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698038/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698033,FEK3810V2B1,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698033/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698025,FEK3810V2BE,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698025/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698032,FEK3810V2BG,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698032/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698034,FEK3810V2BT,Access Cameras,access-cameras,ICX7150-C12-POE,icx7150-c12-poe,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698034/
336,anhanguera-rc01-st,Anhanguera RC01-ST,706201,FEK3810V2CE,Switch,switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/706201/
336,anhanguera-rc01-st,Anhanguera RC01-ST,706204,FEK3810V2DW,Switch,switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/706204/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698027,FEK3810V2E1,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698027/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698041,FEK3810V2ED,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698041/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698022,FEK3810V2EE,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698022/
336,anhanguera-rc01-st,Anhanguera RC01-ST,410499,FEK3810V2EJ,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/410499/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698031,FEK3810V2EM,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698031/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698026,FEK3810V2ES,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698026/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698021,FEK3810V2F3,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698021/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698037,FEK3810V2GA,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698037/
336,anhanguera-rc01-st,Anhanguera RC01-ST,706200,FEK3810V20F,Switch,switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/706200/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698040,FEK3810V25H,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698040/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698035,FEK3810V27H,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698035/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698036,FEK3810V27J,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698036/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698030,FEK3810V27T,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698030/
336,anhanguera-rc01-st,Anhanguera RC01-ST,410502,FEK3810V28C,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/410502/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698029,FEK3810V28M,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698029/
336,anhanguera-rc01-st,Anhanguera RC01-ST,410501,FEK3810V28W,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/410501/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698039,FEK3810V275,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698039/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501023,FEK3817V0C7,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501023/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501022,FEK3817V0D9,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501022/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501018,FEK3817V0EY,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501018/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501017,FEK3817V0F6,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501017/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501019,FEK3817V0F7,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501019/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501015,FEK3817V216,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501015/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501016,FEK3817V221,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501016/
336,anhanguera-rc01-st,Anhanguera RC01-ST,501024,FEK3817V267,Access Switch,access-switch,ICX7150-C12,icx7150-c12,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/501024/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299335,FEK3841V01V,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299335/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299328,FEK3841V01W,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299328/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299332,FEK3841V05W,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299332/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299319,FEK3841V06B,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299319/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299323,FEK3841V06P,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299323/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299324,FEK3841V052,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299324/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299325,FEK3841V062,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299325/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299322,FEK3841V066,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299322/
336,anhanguera-rc01-st,Anhanguera RC01-ST,299331,FEK3841V070,Access Switch,access-switch,ICX7150-C12-2X1G,icx7150-c12-2x1g,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/299331/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698018,FJ0725AV0190,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698018/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698020,FJ0825AV0208,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698020/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698019,FJ0825AV0368,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698019/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698050,FJ1425AV0470,Access Cameras,access-cameras,ICX7150-C12P,icx7150-c12p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698050/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697948,FMS5336W043,Access Switch,access-switch,ICX 7550-48F,icx-7550-48f,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697948/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697947,FMS5336W045,Access Switch,access-switch,ICX 7550-48F,icx-7550-48f,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697947/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697985,FND5019W00M,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697985/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698010,FND5019W01X,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698010/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698015,FND5019W002,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698015/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698014,FND5019W02E,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698014/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698009,FND5019W02L,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698009/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697999,FND5019W04P,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697999/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698002,FND5019W04T,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698002/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698000,FND5019W05P,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698000/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697966,FND5019W05R,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697966/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698016,FND5019W06F,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698016/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697995,FND5019W06J,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697995/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697956,FND5019W013,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697956/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698012,FND5019W031,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698012/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697997,FND5019W036,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697997/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697977,FND5019W041,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697977/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698013,FND5019W052,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698013/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698001,FND5019W063,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698001/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698005,FND5019W068,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698005/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697972,FND5026W0HE,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697972/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697984,FND5026W0JT,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697984/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697961,FND5026W0JV,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697961/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697963,FND5026W0K0,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697963/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697993,FND5026W0K3,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697993/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697962,FND5026W0K5,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697962/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697960,FND5026W0K6,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697960/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697988,FND5026W0MZ,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697988/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697994,FND5026W0NH,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697994/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697982,FND5026W0PH,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697982/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697968,FND5026W0RE,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697968/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697973,FND5026W0RZ,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697973/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697991,FND5026W0V7,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697991/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697959,FND5026W0VJ,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697959/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697996,FND5026W0VZ,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697996/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697989,FND5026W0WN,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697989/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697976,FND5026W0X1,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697976/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697958,FND5026W0X2,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697958/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697975,FND5026W1AT,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697975/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697965,FND5026W1B3,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697965/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697971,FND5026W1CD,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697971/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698007,FND5026W1D4,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698007/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697986,FND5026W1FS,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697986/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697970,FND5026W1G7,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697970/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697967,FND5026W1GF,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697967/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697978,FND5026W02Y,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697978/
336,anhanguera-rc01-st,Anhanguera RC01-ST,698008,FND5026W07H,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/698008/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697981,FND5026W12T,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697981/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697964,FND5026W14E,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697964/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697990,FND5026W18K,Access Switch,access-switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697990/
336,anhanguera-rc01-st,Anhanguera RC01-ST,704377,FND5037W1KH,Switch,switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/704377/
336,anhanguera-rc01-st,Anhanguera RC01-ST,704371,FND5037W1TB,Switch,switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/704371/
336,anhanguera-rc01-st,Anhanguera RC01-ST,704369,FND5037W02X,Switch,switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/704369/
336,anhanguera-rc01-st,Anhanguera RC01-ST,704370,FND5037W024,Switch,switch,ICX8200-24P,icx8200-24p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/704370/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697917,FNH5034W0KY,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697917/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697942,FNH5034W0ZF,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697942/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697933,FNH5034W1A5,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697933/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697897,FNH5034W1AN,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697897/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697938,FNH5034W1AS,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697938/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697864,FNH5034W1AX,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697864/
336,anhanguera-rc01-st,Anhanguera RC01-ST,697881,FNH5034W1D8,Access Switch,access-switch,ICX8200-48P,icx8200-48p,Ruckus,Offline,http://netbox.adminml.com/dcim/devices/697881/
